president,num_rel,num_abs,year,exec_order_signed_date,title
Harry S. Truman,29,9566,1945,"June 5, 1945","Revocation of Executive Order 9090 of March 6, 1942, Establishing an Airspace Reservation Over Portions of Ulster and Dutchess Counties, New York"
Harry S. Truman,30,9567,1945,"June 8, 1945","Amending Executive Order No. 9095, as Amended by Executive Order No. 9193, To Define Further the Functions and Duties of the Alien Property Custodian With Respect to Property of Germany and Japan and Nationals Thereof"
Harry S. Truman,31,9568,1945,"June 8, 1945",Providing for the Release of Scientific Information
Harry S. Truman,32,9569,1945,"June 14, 1945",Inspection by the Office of Price Administration of Corporation Statistical Transcript Cards Prepared From Income and Declared Value Excess Profits Tax Returns
Harry S. Truman,33,9570,1945,"June 14, 1945","Possession and Operation of the Transportation System, Plants, and Facilities of the Scranton Transit Company Located in and About the City of Scranton, Pennsylvania"
Harry S. Truman,34,9571,1945,"June 15, 1945",Authorizing the Secretary of the Interior To Acquire and Dispose of Certain Property
Harry S. Truman,35,9572,1945,"June 15, 1945","Possession, Control, and Operation of Toledo, Peoria & Western Railroad"
Harry S. Truman,36,9573,1945,"June 16, 1945",Creating an Emergency Board To Investigate a Dispute Between the Georgia and Florida Railroad and Its Employees
Harry S. Truman,37,9574,1945,"June 18, 1945","Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Diamond Alkali Company, Located in or Around Painesville, Ohio"
Harry S. Truman,38,9575,1945,"June 21, 1945","Declaring the Commissioned Corps of the Public Health Service To Be a Military Service and Prescribing Regulations Therefore,"
Harry S. Truman,39,9576,1945,"June 28, 1945",Creating an Emergency Board To Investigate a Dispute Between the Erie Railroad Company and Its Employees
Harry S. Truman,40,9577,1945,"June 29, 1945",Terminating the War Food Administration and Transferring Its Functions to the Secretary of Agriculture
Harry S. Truman,41,9577-,1945,"July 1, 1945","Authorizing the Petroleum Administrator To Take Possession of and Operate the Plants and Facilities of the Texas Company Located in or Around Port Arthur, Texas"
Harry S. Truman,42,9578,1945,"June 30, 1945",Approving Regulations of the Civil Service Commission Under the Federal Employees Pay Act of 1945
Harry S. Truman,43,9579,1945,"June 30, 1945","Amendment of Executive Order No. 8937 of November 7, 1941 Extending the Period of Eligibility on Civil Service Registers or Lists of Persons Who Serve in the Armed Forces of the United States"
Harry S. Truman,44,9580,1945,"June 30, 1945","Amendment of Executive Order No. 1888 of February 2, 1914, Relating to Conditions of Employment in the Service of the Panama Canal and the Panama Railroad Company on the Isthmus of Panama, as Amended"
Harry S. Truman,45,9581,1945,"June 30, 1945","Amending Executive Order No. 9299 of February 4, 1943, To Give the Territorial War Labor Board for the Territory of Hawaii Jurisdiction Over Voluntary Wage and Salary Adjustments of Employees in the Territory of Hawaii Subject to the Railway Labor Act"
Harry S. Truman,46,9582,1945,"June 30, 1945","Restoring Land to the Territory of Hawaii for Aeronautical Purposes, and Reserving Land for Military Purposes"
Harry S. Truman,47,9583,1945,"July 2, 1945","Amendment of Executive Order 9356 of June 24, 1943, Prescribing Regulations Governing the Furnishing of Clothing in Kind or Payment of Cash Allowances in Lieu Thereof to Enlisted Personnel of the Navy, the Coast Guard, the Naval Reserve, and the Coast Guard Reserve"
Harry S. Truman,48,9584,1945,"July 3, 1945",Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone
Harry S. Truman,49,9585,1945,"July 4, 1945","Authorizing the Secretary of the Navy To Take Possession of and Operate the Plants and Facilities of Goodyear Tire & Rubber Company Inc., Located at Akron, Ohio"
Harry S. Truman,50,9586,1945,"July 6, 1945",The Medal of Freedom
Harry S. Truman,51,9587,1945,"July 6, 1945",Amending Executive Order 8588 Entitled Prescribing Regulations Governing the Payment of Expenses of Transportation of Household Goods and Personal Effects of Certain Civilian Officers and Employees of the United States and Prescribing Regulations Governing the Payment of Expenses of Transportation of the Immediate Family of Civilian Officers and Employees of the Government
Harry S. Truman,52,9588,1945,"July 6, 1945","Creating an Emergency Board To Investigate the Disputes Between the Chicago, North Shore & Milwaukee Railroad Company and the Chicago, Aurora & Elgin Railroad Company and Their Employees"
Harry S. Truman,53,9589,1945,"July 16, 1945",Restricting Competition in Certain Civil Service Examinations to Veterans
Harry S. Truman,54,9589-,1945,"July 19, 1945","Authorizing the Petroleum Administrator To Take Possession of and Operate the Butadiene Plant Operated by Sinclair Rubber, Inc., at Houston, Texas"
Harry S. Truman,55,9590,1945,"July 21, 1945",Establishing Certain Awards for the Coast and Geodetic Survey
Harry S. Truman,56,9591,1945,"July 21, 1945",Amending the Foreign Service Regulations of the United States
Harry S. Truman,57,9592,1945,"July 21, 1945","Extension of the Provisions of Executive Order No. 9001 of December 27, 1941, to Contracts of the Office of War Information and the Office of Alien Property Custodian"
Harry S. Truman,58,9592-,1945,"July 23, 1945","Amendment of Executive Order No. 9400 of December 3, 1943, Authorizing the Secretary of the Navy To Take Possession of and Operate the Shipyard of the Los Angeles Shipbuilding and Drydock Corporation at Los Angeles, California"
Harry S. Truman,59,9593,1945,"July 25, 1945","Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the Springfield Plywood Corporation, Located at Springfield, Oregon"
Harry S. Truman,60,9594,1945,"July 28, 1945","Designating the Chief of Engineers, United States Army, as a Member of the Federal Fire Council in Lieu of the Quartermaster General"
Harry S. Truman,61,9595,1945,"July 30, 1945","Authorizing the Secretary of War To Take Possession of and Operate the Plants and Facilities of the United States Rubber Company, Located in or Around Detroit, Michigan"
Harry S. Truman,62,9596,1945,"August 13, 1945",Revoking Executive Order No. 9528 Which Provides a Change in the Order of Succession of Officers To Act as Secretary of the Navy
Harry S. Truman,63,9597,1945,"August 14, 1945",Amending Executive Order No. 9240 Entitled ``Regulations Relating to Overtime Wage Compensation
Harry S. Truman,64,9598,1945,"August 17, 1945",Modifying the Conditions Upon Which a Classified Status May Be Granted
Harry S. Truman,65,9599,1945,"August 18, 1945","Providing for Assistance To Expand Production and Continued Stabilization of the National Economy During the Transition From War to Peace, and for the Orderly Modification of Wartime Controls Over Prices, Wages, Materials, and Facilities"
Harry S. Truman,66,9600,1945,"August 18, 1945",Amending Executive Order No. 9240 Entitled ``Regulations Relating to Overtime Wage Compensation
Harry S. Truman,67,9601,1945,"August 21, 1945","Revocation of Executive Order 9240, as Amended, Entitled ``Regulations Relating to Overtime Compensation"
Harry S. Truman,68,9602,1945,"August 23, 1945","Possession, Control, and Operation of the Transportation System, Plants, and Facilities of the Illinois Central Railroad Company"
Harry S. Truman,69,9603,1945,"August 25, 1945",Termination of Possession of Certain Property Taken by the Government
Harry S. Truman,70,9604,1945,"August 25, 1945",Providing for the Release of Scientific Information (Extension and Amendment of Executive Order No. 9568)
Harry S. Truman,71,9605,1945,"August 29, 1945","Revoking Paragraph 4 of Executive Order No. 9279 of December 5, 1943, So As To Permit Voluntary Enlistments in the Armed Forces"
Harry S. Truman,72,9606,1945,"August 29, 1945",Adopting and Ratifying the Capture of the German Motor Vessel ``Caribia
Harry S. Truman,73,9607,1945,"August 30, 1945","Revoking Executive Order 9301 of February 9, 1943, Establishing a Minimum Wartime Workweek of Forty-Eight Hours"
Harry S. Truman,74,9608,1945,"August 31, 1945","Providing for the Termination of the Office of War Information, and for the Disposition of Its Functions and of Certain Functions of the Office of Inter-American Affairs"
Harry S. Truman,75,9609,1945,"September 5, 1945",Authorizing the National Advisory Committee for Aeronautics To Acquire and Dispose of Property
Harry S. Truman,76,9610,1945,"September 6, 1945",Authorizing the Administrator of Veterans' Affairs To Acquire and Dispose of Property
Harry S. Truman,77,9611,1945,"September 10, 1945",Reestablishing the advisory board on Just Compensation
Harry S. Truman,78,9612,1945,"September 12, 1945",Amending Executive Order 8902 Prescribing Regulations Pertaining to the Entry of Coffee Into the United States From Countries Signatories of the Inter-American Coffee Agreement
Harry S. Truman,79,9613,1945,"September 13, 1945",Withdrawing and Reserving for the Use of the United States Lands Containing Radio-Active Mineral Substances
Harry S. Truman,80,9614,1945,"September 14, 1945",Termination of the War Refugee Board
Harry S. Truman,81,9615,1945,"September 14, 1945","Making Certain Time Limitations Imposed by Executive Order No. 4601 of March 1, 1927, Prescribing Regulations Pertaining to the Award of the Distinguished Flying Cross, Inapplicable in Certain Cases"
Harry S. Truman,82,9616,1945,"September 14, 1945",Relating to the United States High Commissioner to the Philippine Islands
Harry S. Truman,83,9616-,1945,"September 14, 1945",Creation of a Special Temporary Position in the Public Health Service
Harry S. Truman,84,9617,1945,"September 19, 1945",Transfer of Certain Agencies and Functions to the Department of Labor
Harry S. Truman,85,9618,1945,"September 19, 1945","Appointment of Edwin G. Arnold, Director, Division of Territories and Island Possessions, Department of the Interior, as Administrator of the Puerto Rico Reconstruction Administration"
Harry S. Truman,86,9619,1945,"September 19, 1945",Amending Subdivision VII of Schedule A of the Civil Service Rules
Harry S. Truman,87,9620,1945,"September 20, 1945",Abolishing the Office of Economic Stabilization and Transferring its Functions to the Office of War Mobilization and Reconversion
Harry S. Truman,88,9621,1945,"September 20, 1945",Termination of the Office of Strategic Services and Disposition of its Functions
Harry S. Truman,89,9622,1945,"September 20, 1945","Revocation of Executive Order 9103 of March 18, 1942, Providing Uniform Control Over the Publication and Use of Federal Statistical Information Which Would Give Aid and Comfort to the Enemy"
Harry S. Truman,90,9623,1945,"September 20, 1945",Reinstating Leland B. Morris in the Foreign Service of the United States
Harry S. Truman,91,9624,1945,"September 20, 1945",Reinstating Willys R. Peck in the Foreign Service of the United States
Harry S. Truman,92,9625,1945,"September 21, 1945","Revoking Executive Order 9294 of January 4, 1943, Further Defining the Functions and Duties of the Office of Defense Transportation"
Harry S. Truman,93,9626,1945,"September 24, 1945",Appointment of the Member and Alternate Member for the United States of the International Military Tribunal Established for the Trial and Punishment of the Major War Criminals of the European Axis
Harry S. Truman,94,9627,1945,"September 24, 1945","Amending Executive Order 9611 of September 10, 1945, Reestablishing the advisory board on Just Compensation"
Harry S. Truman,95,9628,1945,"September 25, 1945","Authorizing the Appointment to Positions of Contact Representative, Veterans Administration, Without Regard to the Requirements of the Civil Service Rules"
Harry S. Truman,96,9629,1945,"September 25, 1945","Amending Executive Order No. 9492, Prescribing Regulations Governing Non-Military and Non-Naval Transportation on Army and Navy Air Transports"
Harry S. Truman,97,9630,1945,"September 27, 1945",Redistribution of Foreign Economic Functions and Functions With Respect to Surplus Property in Foreign Areas
Harry S. Truman,98,9631,1945,"September 28, 1945",Termination of the Office of Censorship
Harry S. Truman,99,9632,1945,"September 28, 1945","Transfer of Jurisdiction From the War Department to the Department of the Interior Over the Interest of the United States in Certain Mineral Deposits in Jefferson Parish, Louisiana"
Harry S. Truman,100,9633,1945,"September 28, 1945",Reserving and Placing Certain Resources of the Continental Shelf Under the Control and Jurisdiction of the Secretary of the Interior
Harry S. Truman,101,9634,1945,"September 28, 1945",Providing for the Establishment of Fishery Conservation Zones
Harry S. Truman,102,9635,1945,"September 29, 1945",Organization of the Navy Department and the Naval Establishment
Harry S. Truman,103,9636,1945,"October 3, 1945",Observance by Government Agencies of Holidays Falling on Sundays
Harry S. Truman,104,9637,1945,"October 3, 1945",Medal for Merit
Harry S. Truman,105,9638,1945,"October 4, 1945",Creating the Civilian Production Administration and Terminating the War Production Board
